Port_Record_ID,Port_ID,Port_Name,Country,Region,Terminal,Berth
PR00388,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-10
PR00389,P004,Dubai,UAE,Middle East,Terminal-1,Berth-11
PR00390,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-12
PR00391,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-13
PR00392,P007,Los Angeles,USA,North America,Terminal-4,Berth-14
PR00393,P001,Chennai,India,South Asia,Terminal-1,Berth-15
PR00394,P002,Mumbai,India,South Asia,Terminal-2,Berth-16
PR00395,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-17
PR00396,P004,Dubai,UAE,Middle East,Terminal-4,Berth-18
PR00397,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-1
PR00398,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-2
PR00399,P007,Los Angeles,USA,North America,Terminal-3,Berth-3
PR00400,P001,Chennai,India,South Asia,Terminal-4,Berth-4
PR00401,P002,Mumbai,India,South Asia,Terminal-1,Berth-5
PR00402,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-6
PR00403,P004,Dubai,UAE,Middle East,Terminal-3,Berth-7
PR00404,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-8
PR00405,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-9
PR00406,P007,Los Angeles,USA,North America,Terminal-2,Berth-10
PR00407,P001,Chennai,India,South Asia,Terminal-3,Berth-11
PR00408,P002,Mumbai,India,South Asia,Terminal-4,Berth-12
PR00409,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-13
PR00410,P004,Dubai,UAE,Middle East,Terminal-2,Berth-14
PR00411,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-15
PR00412,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-16
PR00413,P007,Los Angeles,USA,North America,Terminal-1,Berth-17
PR00414,P001,Chennai,India,South Asia,Terminal-2,Berth-18
PR00415,P002,Mumbai,India,South Asia,Terminal-3,Berth-1
PR00416,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-2
PR00417,P004,Dubai,UAE,Middle East,Terminal-1,Berth-3
PR00418,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-4
PR00419,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-5
PR00420,P007,Los Angeles,USA,North America,Terminal-4,Berth-6
PR00421,P001,Chennai,India,South Asia,Terminal-1,Berth-7
PR00422,P002,Mumbai,India,South Asia,Terminal-2,Berth-8
PR00423,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-9
PR00424,P004,Dubai,UAE,Middle East,Terminal-4,Berth-10
PR00425,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-11
PR00426,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-12
PR00427,P007,Los Angeles,USA,North America,Terminal-3,Berth-13
PR00428,P001,Chennai,India,South Asia,Terminal-4,Berth-14
PR00429,P002,Mumbai,India,South Asia,Terminal-1,Berth-15
PR00430,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-16
PR00431,P004,Dubai,UAE,Middle East,Terminal-3,Berth-17
PR00432,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-18
PR00433,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-1
PR00434,P007,Los Angeles,USA,North America,Terminal-2,Berth-2
PR00435,P001,Chennai,India,South Asia,Terminal-3,Berth-3
PR00436,P002,Mumbai,India,South Asia,Terminal-4,Berth-4
PR00437,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-5
PR00438,P004,Dubai,UAE,Middle East,Terminal-2,Berth-6
PR00439,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-7
PR00440,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-8
PR00441,P007,Los Angeles,USA,North America,Terminal-1,Berth-9
PR00442,P001,Chennai,India,South Asia,Terminal-2,Berth-10
PR00443,P002,Mumbai,India,South Asia,Terminal-3,Berth-11
PR00444,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-12
PR00445,P004,Dubai,UAE,Middle East,Terminal-1,Berth-13
PR00446,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-14
PR00447,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-15
PR00448,P007,Los Angeles,USA,North America,Terminal-4,Berth-16
PR00449,P001,Chennai,India,South Asia,Terminal-1,Berth-17
PR00450,P002,Mumbai,India,South Asia,Terminal-2,Berth-18
PR00451,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-1
PR00452,P004,Dubai,UAE,Middle East,Terminal-4,Berth-2
PR00453,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-3
PR00454,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-4
PR00455,P007,Los Angeles,USA,North America,Terminal-3,Berth-5
PR00456,P001,Chennai,India,South Asia,Terminal-4,Berth-6
PR00457,P002,Mumbai,India,South Asia,Terminal-1,Berth-7
PR00458,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-8
PR00459,P004,Dubai,UAE,Middle East,Terminal-3,Berth-9
PR00460,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-10
PR00461,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-11
PR00462,P007,Los Angeles,USA,North America,Terminal-2,Berth-12
PR00463,P001,Chennai,India,South Asia,Terminal-3,Berth-13
PR00464,P002,Mumbai,India,South Asia,Terminal-4,Berth-14
PR00465,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-15
PR00466,P004,Dubai,UAE,Middle East,Terminal-2,Berth-16
PR00467,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-17
PR00468,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-18
PR00469,P007,Los Angeles,USA,North America,Terminal-1,Berth-1
PR00470,P001,Chennai,India,South Asia,Terminal-2,Berth-2
PR00471,P002,Mumbai,India,South Asia,Terminal-3,Berth-3
PR00472,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-4
PR00473,P004,Dubai,UAE,Middle East,Terminal-1,Berth-5
PR00474,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-6
PR00475,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-7
PR00476,P007,Los Angeles,USA,North America,Terminal-4,Berth-8
PR00477,P001,Chennai,India,South Asia,Terminal-1,Berth-9
PR00478,P002,Mumbai,India,South Asia,Terminal-2,Berth-10
PR00479,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-11
PR00480,P004,Dubai,UAE,Middle East,Terminal-4,Berth-12
PR00481,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-13
PR00482,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-14
PR00483,P007,Los Angeles,USA,North America,Terminal-3,Berth-15
PR00484,P001,Chennai,India,South Asia,Terminal-4,Berth-16
PR00485,P002,Mumbai,India,South Asia,Terminal-1,Berth-17
PR00486,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-18
PR00487,P004,Dubai,UAE,Middle East,Terminal-3,Berth-1
PR00488,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-2
PR00489,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-3
PR00490,P007,Los Angeles,USA,North America,Terminal-2,Berth-4
PR00491,P001,Chennai,India,South Asia,Terminal-3,Berth-5
PR00492,P002,Mumbai,India,South Asia,Terminal-4,Berth-6
PR00493,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-7
PR00494,P004,Dubai,UAE,Middle East,Terminal-2,Berth-8
PR00495,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-9
PR00496,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-10
PR00497,P007,Los Angeles,USA,North America,Terminal-1,Berth-11
PR00498,P001,Chennai,India,South Asia,Terminal-2,Berth-12
PR00499,P002,Mumbai,India,South Asia,Terminal-3,Berth-13
PR00500,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-14
PR00501,P004,Dubai,UAE,Middle East,Terminal-1,Berth-15
PR00502,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-16
PR00503,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-17
PR00504,P007,Los Angeles,USA,North America,Terminal-4,Berth-18
PR00505,P001,Chennai,India,South Asia,Terminal-1,Berth-1
PR00506,P002,Mumbai,India,South Asia,Terminal-2,Berth-2
PR00507,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-3
PR00508,P004,Dubai,UAE,Middle East,Terminal-4,Berth-4
PR00509,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-5
PR00510,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-6
PR00511,P007,Los Angeles,USA,North America,Terminal-3,Berth-7
PR00512,P001,Chennai,India,South Asia,Terminal-4,Berth-8
PR00513,P002,Mumbai,India,South Asia,Terminal-1,Berth-9
PR00514,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-10
PR00515,P004,Dubai,UAE,Middle East,Terminal-3,Berth-11
PR00516,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-12
PR00517,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-13
PR00518,P007,Los Angeles,USA,North America,Terminal-2,Berth-14
PR00519,P001,Chennai,India,South Asia,Terminal-3,Berth-15
PR00520,P002,Mumbai,India,South Asia,Terminal-4,Berth-16
PR00521,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-17
PR00522,P004,Dubai,UAE,Middle East,Terminal-2,Berth-18
PR00523,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-1
PR00524,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-2
PR00525,P007,Los Angeles,USA,North America,Terminal-1,Berth-3
PR00526,P001,Chennai,India,South Asia,Terminal-2,Berth-4
PR00527,P002,Mumbai,India,South Asia,Terminal-3,Berth-5
PR00528,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-6
PR00529,P004,Dubai,UAE,Middle East,Terminal-1,Berth-7
PR00530,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-8
PR00531,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-9
PR00532,P007,Los Angeles,USA,North America,Terminal-4,Berth-10
PR00533,P001,Chennai,India,South Asia,Terminal-1,Berth-11
PR00534,P002,Mumbai,India,South Asia,Terminal-2,Berth-12
PR00535,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-13
PR00536,P004,Dubai,UAE,Middle East,Terminal-4,Berth-14
PR00537,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-15
PR00538,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-16
PR00539,P007,Los Angeles,USA,North America,Terminal-3,Berth-17
PR00540,P001,Chennai,India,South Asia,Terminal-4,Berth-18
PR00541,P002,Mumbai,India,South Asia,Terminal-1,Berth-1
PR00542,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-2
PR00543,P004,Dubai,UAE,Middle East,Terminal-3,Berth-3
PR00544,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-4
PR00545,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-5
PR00546,P007,Los Angeles,USA,North America,Terminal-2,Berth-6
PR00547,P001,Chennai,India,South Asia,Terminal-3,Berth-7
PR00548,P002,Mumbai,India,South Asia,Terminal-4,Berth-8
PR00549,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-9
PR00550,P004,Dubai,UAE,Middle East,Terminal-2,Berth-10
PR00551,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-11
PR00552,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-12
PR00553,P007,Los Angeles,USA,North America,Terminal-1,Berth-13
PR00554,P001,Chennai,India,South Asia,Terminal-2,Berth-14
PR00555,P002,Mumbai,India,South Asia,Terminal-3,Berth-15
PR00556,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-16
PR00557,P004,Dubai,UAE,Middle East,Terminal-1,Berth-17
PR00558,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-18
PR00559,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-1
PR00560,P007,Los Angeles,USA,North America,Terminal-4,Berth-2
PR00561,P001,Chennai,India,South Asia,Terminal-1,Berth-3
PR00562,P002,Mumbai,India,South Asia,Terminal-2,Berth-4
PR00563,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-5
PR00564,P004,Dubai,UAE,Middle East,Terminal-4,Berth-6
PR00565,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-7
PR00566,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-8
PR00567,P007,Los Angeles,USA,North America,Terminal-3,Berth-9
PR00568,P001,Chennai,India,South Asia,Terminal-4,Berth-10
PR00569,P002,Mumbai,India,South Asia,Terminal-1,Berth-11
PR00570,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-12
PR00571,P004,Dubai,UAE,Middle East,Terminal-3,Berth-13
PR00572,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-14
PR00573,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-15
PR00574,P007,Los Angeles,USA,North America,Terminal-2,Berth-16
PR00575,P001,Chennai,India,South Asia,Terminal-3,Berth-17
PR00576,P002,Mumbai,India,South Asia,Terminal-4,Berth-18
PR00577,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-1
PR00578,P004,Dubai,UAE,Middle East,Terminal-2,Berth-2
PR00579,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-3
PR00580,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-4
PR00581,P007,Los Angeles,USA,North America,Terminal-1,Berth-5
PR00582,P001,Chennai,India,South Asia,Terminal-2,Berth-6
PR00583,P002,Mumbai,India,South Asia,Terminal-3,Berth-7
PR00584,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-8
PR00585,P004,Dubai,UAE,Middle East,Terminal-1,Berth-9
PR00586,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-10
PR00587,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-11
PR00588,P007,Los Angeles,USA,North America,Terminal-4,Berth-12
PR00589,P001,Chennai,India,South Asia,Terminal-1,Berth-13
PR00590,P002,Mumbai,India,South Asia,Terminal-2,Berth-14
PR00591,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-15
PR00592,P004,Dubai,UAE,Middle East,Terminal-4,Berth-16
PR00593,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-17
PR00594,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-18
PR00595,P007,Los Angeles,USA,North America,Terminal-3,Berth-1
PR00596,P001,Chennai,India,South Asia,Terminal-4,Berth-2
PR00597,P002,Mumbai,India,South Asia,Terminal-1,Berth-3
PR00598,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-4
PR00599,P004,Dubai,UAE,Middle East,Terminal-3,Berth-5
PR00600,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-6
PR00601,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-7
PR00602,P007,Los Angeles,USA,North America,Terminal-2,Berth-8
PR00603,P001,Chennai,India,South Asia,Terminal-3,Berth-9
PR00604,P002,Mumbai,India,South Asia,Terminal-4,Berth-10
PR00605,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-11
PR00606,P004,Dubai,UAE,Middle East,Terminal-2,Berth-12
PR00607,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-13
PR00608,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-14
PR00609,P007,Los Angeles,USA,North America,Terminal-1,Berth-15
PR00610,P001,Chennai,India,South Asia,Terminal-2,Berth-16
PR00611,P002,Mumbai,India,South Asia,Terminal-3,Berth-17
PR00612,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-18
PR00613,P004,Dubai,UAE,Middle East,Terminal-1,Berth-1
PR00614,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-2
PR00615,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-3
PR00616,P007,Los Angeles,USA,North America,Terminal-4,Berth-4
PR00617,P001,Chennai,India,South Asia,Terminal-1,Berth-5
PR00618,P002,Mumbai,India,South Asia,Terminal-2,Berth-6
PR00619,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-7
PR00620,P004,Dubai,UAE,Middle East,Terminal-4,Berth-8
PR00621,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-9
PR00622,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-10
PR00623,P007,Los Angeles,USA,North America,Terminal-3,Berth-11
PR00624,P001,Chennai,India,South Asia,Terminal-4,Berth-12
PR00625,P002,Mumbai,India,South Asia,Terminal-1,Berth-13
PR00626,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-14
PR00627,P004,Dubai,UAE,Middle East,Terminal-3,Berth-15
PR00628,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-16
PR00629,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-17
PR00630,P007,Los Angeles,USA,North America,Terminal-2,Berth-18
PR00631,P001,Chennai,India,South Asia,Terminal-3,Berth-1
PR00632,P002,Mumbai,India,South Asia,Terminal-4,Berth-2
PR00633,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-3
PR00634,P004,Dubai,UAE,Middle East,Terminal-2,Berth-4
PR00635,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-5
PR00636,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-6
PR00637,P007,Los Angeles,USA,North America,Terminal-1,Berth-7
PR00638,P001,Chennai,India,South Asia,Terminal-2,Berth-8
PR00639,P002,Mumbai,India,South Asia,Terminal-3,Berth-9
PR00640,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-10
PR00641,P004,Dubai,UAE,Middle East,Terminal-1,Berth-11
PR00642,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-12
PR00643,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-13
PR00644,P007,Los Angeles,USA,North America,Terminal-4,Berth-14
PR00645,P001,Chennai,India,South Asia,Terminal-1,Berth-15
PR00646,P002,Mumbai,India,South Asia,Terminal-2,Berth-16
PR00647,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-17
PR00648,P004,Dubai,UAE,Middle East,Terminal-4,Berth-18
PR00649,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-1
PR00650,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-2
PR00651,P007,Los Angeles,USA,North America,Terminal-3,Berth-3
PR00652,P001,Chennai,India,South Asia,Terminal-4,Berth-4
PR00653,P002,Mumbai,India,South Asia,Terminal-1,Berth-5
PR00654,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-6
PR00655,P004,Dubai,UAE,Middle East,Terminal-3,Berth-7
PR00656,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-8
PR00657,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-9
PR00658,P007,Los Angeles,USA,North America,Terminal-2,Berth-10
PR00659,P001,Chennai,India,South Asia,Terminal-3,Berth-11
PR00660,P002,Mumbai,India,South Asia,Terminal-4,Berth-12
PR00661,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-13
PR00662,P004,Dubai,UAE,Middle East,Terminal-2,Berth-14
PR00663,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-15
PR00664,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-16
PR00665,P007,Los Angeles,USA,North America,Terminal-1,Berth-17
PR00666,P001,Chennai,India,South Asia,Terminal-2,Berth-18
PR00667,P002,Mumbai,India,South Asia,Terminal-3,Berth-1
PR00668,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-2
PR00669,P004,Dubai,UAE,Middle East,Terminal-1,Berth-3
PR00670,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-4
PR00671,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-5
PR00672,P007,Los Angeles,USA,North America,Terminal-4,Berth-6
PR00673,P001,Chennai,India,South Asia,Terminal-1,Berth-7
PR00674,P002,Mumbai,India,South Asia,Terminal-2,Berth-8
PR00675,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-9
PR00676,P004,Dubai,UAE,Middle East,Terminal-4,Berth-10
PR00677,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-11
PR00678,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-12
PR00679,P007,Los Angeles,USA,North America,Terminal-3,Berth-13
PR00680,P001,Chennai,India,South Asia,Terminal-4,Berth-14
PR00681,P002,Mumbai,India,South Asia,Terminal-1,Berth-15
PR00682,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-16
PR00683,P004,Dubai,UAE,Middle East,Terminal-3,Berth-17
PR00684,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-18
PR00685,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-1
PR00686,P007,Los Angeles,USA,North America,Terminal-2,Berth-2
PR00687,P001,Chennai,India,South Asia,Terminal-3,Berth-3
PR00688,P002,Mumbai,India,South Asia,Terminal-4,Berth-4
PR00689,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-5
PR00690,P004,Dubai,UAE,Middle East,Terminal-2,Berth-6
PR00691,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-7
PR00692,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-8
PR00693,P007,Los Angeles,USA,North America,Terminal-1,Berth-9
PR00694,P001,Chennai,India,South Asia,Terminal-2,Berth-10
PR00695,P002,Mumbai,India,South Asia,Terminal-3,Berth-11
PR00696,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-12
PR00697,P004,Dubai,UAE,Middle East,Terminal-1,Berth-13
PR00698,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-14
PR00699,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-15
PR00700,P007,Los Angeles,USA,North America,Terminal-4,Berth-16
PR00701,P001,Chennai,India,South Asia,Terminal-1,Berth-17
PR00702,P002,Mumbai,India,South Asia,Terminal-2,Berth-18
PR00703,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-1
PR00704,P004,Dubai,UAE,Middle East,Terminal-4,Berth-2
PR00705,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-3
PR00706,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-4
PR00707,P007,Los Angeles,USA,North America,Terminal-3,Berth-5
PR00708,P001,Chennai,India,South Asia,Terminal-4,Berth-6
PR00709,P002,Mumbai,India,South Asia,Terminal-1,Berth-7
PR00710,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-8
PR00711,P004,Dubai,UAE,Middle East,Terminal-3,Berth-9
PR00712,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-10
PR00713,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-11
PR00714,P007,Los Angeles,USA,North America,Terminal-2,Berth-12
PR00715,P001,Chennai,India,South Asia,Terminal-3,Berth-13
PR00716,P002,Mumbai,India,South Asia,Terminal-4,Berth-14
PR00717,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-15
PR00718,P004,Dubai,UAE,Middle East,Terminal-2,Berth-16
PR00719,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-17
PR00720,P006,Rotterdam,Netherlands,Europe,Terminal-4,Berth-18
PR00721,P007,Los Angeles,USA,North America,Terminal-1,Berth-1
PR00722,P001,Chennai,India,South Asia,Terminal-2,Berth-2
PR00723,P002,Mumbai,India,South Asia,Terminal-3,Berth-3
PR00724,P003,Singapore,Singapore,Southeast Asia,Terminal-4,Berth-4
PR00725,P004,Dubai,UAE,Middle East,Terminal-1,Berth-5
PR00726,P005,Colombo,Sri Lanka,South Asia,Terminal-2,Berth-6
PR00727,P006,Rotterdam,Netherlands,Europe,Terminal-3,Berth-7
PR00728,P007,Los Angeles,USA,North America,Terminal-4,Berth-8
PR00729,P001,Chennai,India,South Asia,Terminal-1,Berth-9
PR00730,P002,Mumbai,India,South Asia,Terminal-2,Berth-10
PR00731,P003,Singapore,Singapore,Southeast Asia,Terminal-3,Berth-11
PR00732,P004,Dubai,UAE,Middle East,Terminal-4,Berth-12
PR00733,P005,Colombo,Sri Lanka,South Asia,Terminal-1,Berth-13
PR00734,P006,Rotterdam,Netherlands,Europe,Terminal-2,Berth-14
PR00735,P007,Los Angeles,USA,North America,Terminal-3,Berth-15
PR00736,P001,Chennai,India,South Asia,Terminal-4,Berth-16
PR00737,P002,Mumbai,India,South Asia,Terminal-1,Berth-17
PR00738,P003,Singapore,Singapore,Southeast Asia,Terminal-2,Berth-18
PR00739,P004,Dubai,UAE,Middle East,Terminal-3,Berth-1
PR00740,P005,Colombo,Sri Lanka,South Asia,Terminal-4,Berth-2
PR00741,P006,Rotterdam,Netherlands,Europe,Terminal-1,Berth-3
PR00742,P007,Los Angeles,USA,North America,Terminal-2,Berth-4
PR00743,P001,Chennai,India,South Asia,Terminal-3,Berth-5
PR00744,P002,Mumbai,India,South Asia,Terminal-4,Berth-6
PR00745,P003,Singapore,Singapore,Southeast Asia,Terminal-1,Berth-7
PR00746,P004,Dubai,UAE,Middle East,Terminal-2,Berth-8
PR00747,P005,Colombo,Sri Lanka,South Asia,Terminal-3,Berth-9
